,username,description,location,following,followers,totaltweets,tweetid,source,tweetdate,tweetlength,likescount,retweetcount,text,hashtags,len_hashtags,city,country,Subjectivity,Polarity,Analysis
3460,davoudpourmarzi,"Epidemiologist, Research Fellow, Master of Applied Epidemiology program, @ANUPopHealth
Views are my own.","Canberra, Australian Capital T",54,39,70,1335400102102372356,ANDROID,2020-12-06,275,0,0,ip related covid19 temporarily suspended ensure countries access affordable vaccines medicines new technologies control pandemic covid19vaccine south africa india push covid19 patents ban,['COVID19Vaccine'],1,Canberra,USA,0.42727272727272725,0.06818181818181818,Positive
3465,DrYasminKhakoo,"She/Her | MSK Kids @sloankettering | Pediatric Neuro-oncologist| Child Neurology Dir. | Prof. of Clinical Pediatrics, @WCMC |","New York, NY",985,627,1155,1335386992566280193,WEB,2020-12-06,278,0,0,week number offtherapy teenagers pediatric neurooncology clinic declined influenzavaccine 25 b would decline covid19vaccine 45 dont even talk maskwearing buildbacktrust dodgedonebullet cancersurvivorship whatwouldfaucido,"['influenzavaccine', 'COVID19Vaccine', 'MaskWearing', 'BuildBackTrust', 'DodgedOneBullet', 'CancerSurvivorship', 'WhatWouldFauciDo']",7,New York,USA,0.0,0.0,Neutral
3466,sanjeev_astro,"Internationally Renowned Nadi & Vedic Celebrity Astrologer-Consulting over 55+ Countries. Specialist in Vastu, Numerology, Palmistry, Mantras & Homeopathy!","Gurgaon, India",4,3068,440,1335384688366522368,APPLE,2020-12-06,328,9,3,rightly predicted earlier best way covid19 build strong immune system socialdistance covidvaccine many issues solutionq fix mid 2021 onwards may find many changesobstacles govt wide scale covid19vaccine plans,"['COVID19', 'SocialDistance', 'CovidVaccine', 'COVID19Vaccine']",4,Gurgaon,INDIA,0.43363095238095234,0.3273809523809524,Positive
3474,airnewsalerts,"Official account of News Services Division, All India Radio.

हिंदी के समाचारों के लिए @AIRNewsHindi को फॉलो करें!
Follow @AIRNewsUrdu for news updates in Urdu","New Delhi, India",16,2581696,304034,1335551813102137344,TWEETDECK,2020-12-06,135,19,3,aampn islands cs chetan b sanghi chairs first meeting review preparations covid19vaccine,['COVID19Vaccine'],1,New Delhi,INDIA,0.3333333333333333,0.25,Positive
3481,FinancialXpress,"A complete up-to-date source for biz news, #finance news, #stockmarket news,  economy news online. 
हिंदी में @fehindi | https://t.co/yeMh2f2ymw","New Delhi, India",40,691351,386039,1335463595501481984,WEB,2020-12-06,228,5,1,optimism covid19vaccine hopes fresh stimulus us may drive markets next week investors continuing monitor global events situation around coronavirus movement,['COVID19vaccine'],1,New Delhi,INDIA,0.16666666666666666,0.09999999999999999,Positive
3482,the_hindu,News feeds from India's National Newspaper,"Chennai, India",208,6550195,349991,1335458951157096448,TWEETDECK,2020-12-06,259,114,12,pfizerindia become first pharmaceutical firm seek drugs general india emergency use authorisation covid19vaccine country parent company secured clearance uk bahrain,"['PfizerIndia', 'COVID19vaccine']",2,Chennai,INDIA,0.41111111111111115,0.03333333333333333,Positive
3486,FinancialXpress,"A complete up-to-date source for biz news, #finance news, #stockmarket news,  economy news online. 
हिंदी में @fehindi | https://t.co/yeMh2f2ymw","New Delhi, India",40,691351,386039,1335423132014809089,WEB,2020-12-06,207,28,1,pfizer india become first pharmaceutical firm seek drugs controller general india dcgi emergency use authorisation covid19vaccine country,"['Pfizer', 'COVID19vaccine']",2,New Delhi,INDIA,0.41111111111111115,0.03333333333333333,Positive
3497,IDSE_Online,Infectious Disease Special Edition (IDSE) offers news and reviews about all types of infections at https://t.co/y607OVrLtO.,"New York, NY",938,753,2431,1335335707402006528,HOOTSUITE INC.,2020-12-05,164,0,0,astrazeneca explains covid19 candidate vaccine made engineered adenovirus vector covid19vaccine vaccine,"['COVID19', 'COVID19Vaccine', 'vaccine']",3,New York,USA,0.0,0.0,Neutral
3498,DrSukhjeet13,Passionate Homeopath by profession; Optimist & Artistic at heart & A proud mother & wife in life,"Kot Kapura, Punjab",132,110,575,1335331950156922883,ANDROID,2020-12-05,164,1,0,homeopathy best solution indian govt bad habit supporting genuine things vice versa covid19vaccine homeopathy,"['COVID19Vaccine', 'homeopathy']",2,Kot Kapura,PUNJAB,0.42916666666666664,0.23750000000000004,Positive
3505,JOELSAVAGE1,"Ghana Crowdsourcing News: #Books, #Health, #Music, #Features, #Travel & #Tourism.","Antwerp, #Brussels-Belgium.",5632,6042,22699,1335319967789674498,WEB,2020-12-05,117,0,0,dr raoult calls africans take billgates covid19vaccine,"['Africans', 'BillGates', 'COVID19Vaccine']",3,Antwerp,USA,0.0,0.0,Neutral
3509,paige_gugerty,"Contact Tracing Team Lead, @GaDPH. MPH-Epidemiology Candidate, @EmoryRollins. Infectious disease & substance use epi. Harm reduction. Tweets = own.","Atlanta, GA",608,161,146,1335307309929672704,APPLE,2020-12-05,219,7,0,miss home state maine much covid19 happy see wonderful leadership mainecdc covid19vaccine,"['COVIDー19', 'COVID19Vaccine']",2,Atlanta,USA,0.7333333333333334,0.6666666666666666,Positive
3510,PDBax,"He/him. Cishet. Producer at https://t.co/nxpPExlprk the PBS/NPR station for Altoona/Johnstown/State College, PA. I've done projects on politics & science among others.","State College, PA",1177,625,10768,1335306993855246339,APPLE,2020-12-05,173,0,0,generally agree thorough robust education actual experts better way go covid19 covid19vaccines covid19vaccine,"['COVID19', 'covid19vaccines', 'covid19vaccine']",3,State College,USA,0.3666666666666667,0.18333333333333335,Positive
3513,Oigetit_Health,"Oigetit (Oh, I get it) filters Fake News. Try the Oigetit app here: For iPhone: https://t.co/uu0YddV5Dr & for Android cells: https://t.co/YlARgLz7py","Silicon Valley, CA",894,946,3226,1335301802321870850,APPLE,2020-12-05,203,2,0,first covid19 vaccines texas week december 14 dont expect get shot anytime soon read texas covid19vaccine,"['Texas', 'COVID19Vaccine']",2,Silicon Valley,USA,0.3333333333333333,0.25,Positive
3514,Clin_Trials,"Applied Clinical Trials is the authoritative resource for information on Phase I - III clinical trials, news, company info, best practices, articles.","Iselin, NJ",401,8360,18226,1335301692074708996,HOOTSUITE INC.,2020-12-05,297,3,1,investigative site placement practices support operation warp speed comparing latestage covid19vaccine trials historical practices clinicalresearch clinicaltrials pharmaceuticalindustry covid19pandemic covid19 pharma lifesciences,"['COVID19vaccine', 'clinicalresearch', 'clinicaltrials', 'pharmaceuticalindustry', 'covid19pandemic', 'covid19', 'pharma', 'lifesciences']",8,Iselin,USA,0.0,0.0,Neutral
3516,JThambyrajah,"NHS GP . Vice-Chair RCGP South West Thames faculty. Christian. Passionate about medicine ,sports & movies (Not always in that order!) Views are my own.","LONDON, UK",4040,1659,12878,1335300519812878336,APPLE,2020-12-05,207,0,0,tom whipples year covid wuhan lockdown vaccine brilliant amp sobering piece covering timeline pandemic covid19 covid19vaccine,"['COVID19', 'COVID19Vaccine']",2,LONDON,ENGLAND,1.0,0.9,Positive
3519,JagranEnglish,Jagran English the new age Trending News site. Check out https://t.co/UuzBHS8KDs for all latest & top trends across globe.,"New Delhi, India",36,7464,151617,1335290340954300417,TWEETDECK,2020-12-05,99,0,0,covid19vaccine,['COVID19Vaccine'],1,New Delhi,INDIA,0.0,0.0,Neutral
3523,DrOwenCarter1,GP Partner; GPwSI Oncology 🧬 @StGeorgesTrust; @Macmillancancer GP & Cancer Lead @NHSWandsworth_; Champion GP #prideinpractice 🏳️‍🌈@LGBTfdn Own views He/Him,"Wandsworth, London",1914,2247,817,1335286346932494338,APPLE,2020-12-05,177,14,3,therefore balance risk vs benefit medicine id say get vaccinated offered iwillgetvaccinated covidvaccine covid19vaccine,"['Iwillgetvaccinated', 'CovidVaccine', 'COVID19Vaccine']",3,Wandsworth,LONDON,0.0,0.0,Neutral
3525,79dharaniMishra,Journalist,"Bhubaneshwar, India",804,107,1524,1335285131444043776,ANDROID,2020-12-05,177,1,0,odisha govt forms committees state amp dist level track possible adverse events following immunization covid19 vaccine covid19vaccine,"['Odisha', 'COVID19', 'COVID19Vaccine']",3,Bhubaneshwar,INDIA,0.55,0.0,Neutral
3526,JaneLeBreton64,"I only invite wordsmiths, intellects, crazy bitches, broken people, and lust-monsters to my tea parties. EVV 🖤💋","Esquimalt, British Columbia",568,528,11807,1335284798827372544,APPLE,2020-12-05,214,0,0,answer question talk sloan regarding disinformation covid19vaccine sound condescending worse cdnpoli,"['Sloan', 'COVID19Vaccine', 'cdnpoli']",3,Esquimalt,BRITISHCOLUMBIA,0.5,0.0,Neutral
3532,bjackmorse,Reporter & Anchor @1015_The_Hawk,"Port Hawkesbury, Nova Scotia",194,98,612,1335268707644428289,ANDROID,2020-12-05,284,1,0,im willing bet covid19vaccine begins roll going start seeing shortages products normally use coldchain infrastructure depending risk profile might want drop ben amp jerrys put freezer,"['COVID19Vaccine', 'coldchain']",2,Port Hawkesbury,NOVASCOTIA,0.7,0.2,Positive
3533,ElevatePsych,,"Miami, FL",70,25,114,1335266221458075648,LOOMLY,2020-12-05,269,0,0,coronavirus vaccine upon us heres faq expect elevateyourmind elevatepsychiatry covid covid19 coronavirus wfh workfromhome pandemic quarantine quarantineteam coronavirusvaccine covidvaccine covid19vaccine,"['ElevateYourMind', 'ElevatePsychiatry', 'COVID', 'COVID19', 'Coronavirus', 'WFH', 'WorkFromHome', 'Pandemic', 'Quarantine', 'QuarantineTeam', 'CoronavirusVaccine', 'COVIDVaccine', 'COVID19Vaccine']",13,Miami,USA,0.0,0.0,Neutral
3535,docchennai,"Professor of Medicine,Consultant Diabetologist SRM Medical College Hospital. Marathoner...Run as long as you can!","59.515496,17.923281",911,970,3564,1335264618940301312,APPLE,2020-12-05,249,4,0,haryana minister got covid 19 post trial covaxin need reiterate double blind trial sure whether minister got vaccine placebo dont jump conclusions till phase iii results covid19vaccine,"['Covaxin', 'COVID19Vaccine']",2,59.515496,,0.5185185185185185,0.0,Neutral
3539,susan_schmitz,,"Los Angeles, CA",174,82,1401,1335259747398774785,APPLE,2020-12-05,233,0,0,important ppl healthcare public health emergency management read understanding others experiences putting right hands vital covid19vaccine healthequity,"['COVID19Vaccine', 'HealthEquity']",2,Los Angeles,USA,0.5005952380952381,0.19642857142857142,Positive
3541,SarcasticAnupam,"Sarcasm is inevitable so is beating the Shit out of Hypocrites and  Mongrels..
Just an abominated Electron in a singlet","Gopalganj, India",12,36,105,1335252082077536256,ANDROID,2020-12-05,183,1,0,trust pfizer coronaviruse vaccine company makes viagra need say coronavirusvaccine covid19vaccine covidvaccine covid19,"['CoronavirusVaccine', 'COVID19Vaccine', 'CovidVaccine', 'COVID19']",4,Gopalganj,INDIA,0.0,0.0,Neutral
3544,aneelbhangu,@NIHRCommunity Clinician Scientist in Global Surgery | Senior Lecturer in Colorectal and General Surgery | Researcher & Innovator,"Birmingham, England",4561,5108,4367,1335249865857757188,APPLE,2020-12-05,282,5,2,qu 202122 need global cohort study around elective surgery covid19vaccine global uptake impact infectious complications could stratify entry patients gt70 higher risk pulm comps uncertainty around clinical impacts,['covid19vaccine'],1,Birmingham,ENGLAND,0.16666666666666666,0.08333333333333333,Positive
3545,latestly,"https://t.co/U4rHOvEUQR focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news. https://t.co/OCtmVDjYfd","Mumbai, India",343,66957,157646,1335248771710550016,WEB,2020-12-05,136,2,0,covid19vaccine cold chains system vaccination ready gujarat says dy cm nitin patel patel,"['COVID19Vaccine', 'Gujarat']",2,Mumbai,INDIA,0.75,-0.19999999999999998,Negative
3546,Spottydog_,#Ecocide #ClimateEmergency #Omnicide #FBPE,"Malmesbury, UK",4210,3755,8641,1335246507923173380,APPLE,2020-12-05,201,1,0,sputnik also first 1957 means russia rollingout vaccine ahead british brexit bullshitting tories coronavirusvaccine covid19 covid19vaccine,"['CoronavirusVaccine', 'COVIDー19', 'COVID19Vaccine']",3,Malmesbury,ENGLAND,0.16666666666666666,0.125,Positive
3547,cfergdaddy,Passionate about IU basketball and ND football. Used to run far and fast.,"Indianapolis, IN",130,67,9421,1335246342340349953,APPLE,2020-12-05,58,0,0,fda approve vaccines already covid19vaccine,['COVID19Vaccine'],1,Indianapolis,USA,0.0,0.0,Neutral
3548,beatalleukemia,I treat myeloid malignancies AML/MDS/MPNs at OSU/The James Cancer Center.I believe cancer patients have the right to the most innovative clinical trials.,"Columbus, OH",537,850,2821,1335245770296090631,APPLE,2020-12-05,243,4,0,pearls fireside dr fauci hematologic malignancy patients covid19vaccine recommended generate immunity possible hematology ash20 ashfromhome fantastic conversation,"['COVID19Vaccine', 'ASH20', 'ASHFromHome']",3,Columbus,USA,0.95,0.2,Positive
3556,beatalleukemia,I treat myeloid malignancies AML/MDS/MPNs at OSU/The James Cancer Center.I believe cancer patients have the right to the most innovative clinical trials.,"Columbus, OH",537,850,2821,1335242470523809808,APPLE,2020-12-05,282,5,0,pearls fireside chat dr fauci herd immunity take many months vaccination provided enough people take covidvaccine independent review data integral process key covid19vaccine approval hematology ash20,"['CovidVaccine', 'COVID19Vaccine', 'ASH20']",3,Columbus,USA,0.53125,0.125,Positive
3558,ChildrensPhila,Children's Hospital of Philadelphia is one of the leading pediatric hospitals & research facilities in the world.,"Philadelphia, PA ",2656,48332,10230,1335237499543810051,SPRINKLR PUBLISHING,2020-12-05,246,3,2,world waits covid19vaccine still questions distribution meet demand key issues dr paul offit spoke,['COVID19vaccine'],1,Philadelphia,USA,1.0,0.0,Neutral
3561,gregsirota,,"West Hollywood, CA",122,90,129,1335236822381686786,APPLE,2020-12-05,223,0,0,first phase vaccine rollout also wealthy like testing least honest covid19 covidvaccine covid19vaccine,"['COVID19', 'CovidVaccine', 'COVID19Vaccine']",3,West Hollywood,USA,0.6583333333333333,0.2625,Positive
3563,jayrajbhatt27,"| Sports = Life | | Football Enthusiast |
| Future Sports Journalist | | Cricket lover |
140 words can't describe a whole story.","Hobart, Tasmania",1521,46,509,1335235673616367619,ANDROID,2020-12-05,280,0,0,despite cornered various allegations nation would surely listen appeal vaccines covid19vaccine,"['vaccines', 'COVID19Vaccine']",2,Hobart,TASMANIA,0.6944444444444444,0.25,Positive
3568,OmmcomNews,"Capturing Odisha Online. Breaking News Alert From Odisha, India & World..","Bhubaneshwar, India",423,3502,83943,1335230132240457729,WEB,2020-12-05,257,0,0,odisha government reconstituted adverse events following immunization aefi committees track possible adverse events following immunization covid19vaccine said official saturday odisha odishanews ommcomnews,"['Covid19vaccine', 'Odisha', 'OdishaNews', 'OmmcomNews']",4,Bhubaneshwar,INDIA,0.4000000000000001,0.0,Neutral
3569,latestly,"https://t.co/U4rHOvEUQR focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news. https://t.co/OCtmVDjYfd","Mumbai, India",343,66957,157646,1335228949547294721,WEB,2020-12-05,140,1,0,medical experts treating covid19 patients say vaccine give 100 immunity disease covid19vaccine,"['COVID19', 'Vaccine', 'Immunity', 'COVID19Vaccine']",4,Mumbai,INDIA,0.0,0.0,Neutral
3570,SharonThambala,Covering AP.,"Bengaluru, India",1743,110,1497,1335227067617607681,ANDROID,2020-12-05,174,0,0,covaxin efficacy 2dose schedule bharat biotech vij testing positive covid19 bharatbiotech anilvij vaccine covid19vaccine,"['COVID19', 'BharatBiotech', 'AnilVij', 'Vaccine', 'COVID19Vaccine']",5,Bengaluru,INDIA,0.5454545454545454,0.22727272727272727,Positive
3572,ccleighton,"""See One, Do One, Teach One""
Virtual Adjunct Professor Oncology, Western
Undergrad Med Educator, Disability Rights, Living with TM/NMOSD, Nature ❤️
😷☢️🏳️‍🌈","Windsor, Ontario",2340,1575,21963,1335225056654483458,WEB,2020-12-05,78,6,0,bring vaccine windsor ready covid19vaccine,['COVID19Vaccine'],1,Windsor,CANADA,0.5,0.2,Positive
3573,FormalNews24,"We are a registered entity in India, and we provide the complete and detailed information about the latest News, scheme and plan of the Indian government.","New Delhi, India.",24,47,358,1335219886272995328,HOOTSUITE INC.,2020-12-05,210,0,0,many indians keen going uk get covid vaccine travel agents formalnews newsupdate dailynews indianews sanvadata letestnews indians covid19 covid19vaccine travelagents,"['formalnews', 'newsupdate', 'dailynews', 'indianews', 'sanvadata', 'letestnews', 'indians', 'covid19', 'covid19vaccine', 'travelagents']",10,New Delhi,INDIA,0.5,0.5,Positive
3575,amna_newseng,"Athens News Agency - Macedonian Press Agency (ANA-MPA) is a Greece-based news service (a public entity anonymous company).
For news in greek follow @amna_news","Athens, Greece",3472,10104,32272,1335217339214798848,TWITTER FOR MAC,2020-12-05,119,1,1,vaccination coronavirus january covid19 covid19vaccine,"['Vaccination', 'coronavirus', 'COVID19', 'COVID19Vaccine']",4,Athens,EUROPE,0.0,0.0,Neutral
3578,NidhiHans16,"A doctor who can't prescribe medicines!  PhD by education, passionate about politics and fond of intellectual conversations!","Hyderabad, India",96,18,200,1335215456009916416,ANDROID,2020-12-05,100,1,0,msp agri reforms experts yesterday vaccine efficacy safety experts today covid19vaccine,['COVID19Vaccine'],1,Hyderabad,INDIA,0.0,0.0,Neutral
3581,PhotoBinh,Human Rights & LGBTQ activist: #FreeTibet #FreeHK #CloseTheCamps and respect #UyghurRights #BoycottBeijing2022 #FreeIran2020 | @amnesty @TheProgressives | #T2D,"Occitanie, France",3189,3166,42600,1335211311052025861,WEB,2020-12-05,224,0,0,australia india effectively partner covid19vaccine rollout australia wellpositioned help rollout covid19 vaccine across pacific southeast asia apac,"['Australia', 'India', 'COVID19Vaccine']",3,Occitanie,EUROPE,0.8,0.6,Positive
3583,NoraConnect,"Disaster geek, #CEO @EngagePrepRecov, #iaemhealthcare Past Chair, #healthcare #emergencymgmt expert, #CMS EP Expert #allaboutthedoggies","Sacramento, CA",4612,4207,12751,1335210408676741121,APPLE,2020-12-05,87,1,0,racialdisparities create obstacles covid19vaccine rollout,"['Racialdisparities', 'COVID19vaccine']",2,Sacramento,USA,0.0,-0.05,Negative
3587,theargus_in,24x7 Web  News Channel,"Bhubaneswar, India",486,6551,50698,1335206698437382145,WEB,2020-12-05,151,5,0,odisha govt forms 21member statelevel committe track possible adverse events following immunization covid19vaccine,"['Odisha', 'COVID19Vaccine']",2,Bhubaneswar,INDIA,0.55,0.0,Neutral
3588,latestly,"https://t.co/U4rHOvEUQR focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news. https://t.co/OCtmVDjYfd","Mumbai, India",343,66957,157646,1335205320386211840,WEB,2020-12-05,155,3,1,antivaxxers threat covid19vaccine rollout heres coronavirusvaccine pfizervaccine,"['AntiVaxxers', 'COVID19Vaccine', 'CoronavirusVaccine', 'Pfizervaccine']",4,Mumbai,INDIA,0.0,0.0,Neutral
3592,NH_India,"National Herald—founded in 1938 by Jawaharlal Nehru—is a news website and weekly newspaper with a focus on people, governance and current affairs","New Delhi, India",326,102609,53561,1335195967751122944,NATIONAL HERALD,2020-12-05,252,7,5,unitednations covid19 summit passed prerecorded video message adarpoonawalla ceo worlds largest vaccine manufacturer scheduled speak afternoon session seruminstitute covid19vaccine,"['UnitedNations', 'COVID19', 'AdarPoonawalla', 'SerumInstitute', 'COVID19Vaccine']",5,New Delhi,INDIA,0.0,0.0,Neutral
3594,HumanGentle,"Would it make any difference on your opinion about me if I described who I'm or what I do?
Play the game, not the player my friend otherwise you will look weak!","Melbourne, Australia",114,24,340,1335191832226013184,WEB,2020-12-05,225,0,0,rushed influenza vaccine 2009 swineflu couldve responsible 2500 cases narcolepsy sweden think twice jab covid19vaccine nhs pzifer,"['COVID19Vaccine', 'nhs', 'Pzifer']",3,Melbourne,USA,0.55,0.2,Positive
3596,latestly,"https://t.co/U4rHOvEUQR focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news. https://t.co/OCtmVDjYfd","Mumbai, India",343,66957,157646,1335189813213896705,WEB,2020-12-05,122,2,0,hyderabad delhi airports air cargo services ready covid19vaccine transportation covid19,"['Hyderabad', 'Delhi', 'COVID19Vaccine', 'COVID19']",4,Mumbai,INDIA,0.5,0.2,Positive
3597,subhashmhala,student,"Sikar, India",346,38,601,1335186798977249281,ANDROID,2020-12-05,268,3,1,new building best parliament building world terms architecture safety modern technology says 5g aatmanirbharbharat digitaltransformation covid19vaccine construction finance climateaction tcocqr9c5qjsk,"['5G', 'AatmaNirbharBharat', 'DigitalTransformation', 'COVID19Vaccine', 'construction', 'finance', 'ClimateAction']",7,Sikar,INDIA,0.3515151515151515,0.4454545454545454,Positive
3598,ptcnews,"Official Twitter account of PTC NEWS, the leading Punjabi News channel, is the most sought after source of all news related to Punjab and Punjabiyat worldwide.","Mohali, India",80,19056,99395,1335186135903944704,TWEETDECK,2020-12-05,263,3,1,haryana minister anilvij tested positive covid19 heres bharatbiotech said covaxin coronavirus2020 coronavirusoutbreak coronaviruspandemic coronavirusupdate coronaoutbreak coronavirusvaccine covid19vaccine,"['Haryana', 'AnilVij', 'COVID19', 'BharatBiotech', 'Covaxin', 'coronavirus2020', 'CoronavirusOutbreak', 'CoronavirusPandemic', 'CoronaVirusUpdate', 'CoronaOutbreak', 'CoronavirusVaccine', 'COVID19Vaccine']",12,Mohali,INDIA,0.5454545454545454,0.22727272727272727,Positive
3601,latestly,"https://t.co/U4rHOvEUQR focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news. https://t.co/OCtmVDjYfd","Mumbai, India",343,66957,157646,1335180934736318471,WEB,2020-12-05,169,2,0,covaxin 2dose anticoronavirus vaccine haryana minister anilvij got 1st dose union health ministry covid19vaccine,"['Covaxin', 'Haryana', 'AnilVij', 'COVID19Vaccine']",4,Mumbai,INDIA,0.0,0.0,Neutral
3603,NH_India,"National Herald—founded in 1938 by Jawaharlal Nehru—is a news website and weekly newspaper with a focus on people, governance and current affairs","New Delhi, India",326,102609,53561,1335175843828666370,NATIONAL HERALD,2020-12-05,241,5,2,covaxin twodose anticoronavirus vaccine haryana health minister anilvij volunteered phasethree trial given first dose union health ministry clarified covid19vaccine,"['Covaxin', 'Haryana', 'AnilVij', 'COVID19Vaccine']",4,New Delhi,INDIA,0.3333333333333333,0.25,Positive
3604,latestly,"https://t.co/U4rHOvEUQR focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news. https://t.co/OCtmVDjYfd","Mumbai, India",343,66957,157646,1335171285870002177,WEB,2020-12-05,148,41,11,covid19vaccine given free everyone says maharashtra cabinet minister nawab malik,"['COVID19Vaccine', 'Maharashtra']",2,Mumbai,INDIA,0.8,0.4,Positive
3605,DShrijeet,Live to entertain!,"Mankapur,Nagpur,Maharashtra",40,28,74,1335169435460505600,ANDROID,2020-12-05,74,1,0,phineas ferb would made vaccine lol covid19vaccine,['COVID19Vaccine'],1,Mankapur,NAGPURMAHARASHTRA,0.7,0.8,Positive
3608,Sonalben11,,"surat , gujarat ",57,2,869,1335166694503768065,ANDROID,2020-12-05,277,0,0,india every issue similarly come forward vaccine trial first bharatbiotech covid19vaccine aatmanirbharbharat coronavirusvaccine amitshah farmersissue aamaadmikokyu phleaap 8दसबरभरतबनद,"['India', 'vaccine', 'BharatBiotech', 'COVID19Vaccine', 'AatmaNirbharBharat', 'CoronavirusVaccine', 'AmitShah', 'FarmersIssue', 'Aamaadmikokyu', 'phleaap', '8_दिसंबर_भारत_बन्द']",11,surat ,GUJARAT,0.3666666666666667,0.125,Positive
3609,One_Walsall,Council for Voluntary Services and #Walsall #Volunteer Centre. Supporting #voluntary and #community Groups. FREE Newsletter: https://t.co/STLf27j59d,"Walsall, West Midlands, UK",812,2907,4047,1335165789171748864,HOOTSUITE INC.,2020-12-05,277,3,5,walsall early stages preparing rollout covid 19 vaccine one walsall looking local volunteers part 100 strong team volunteers email volunteeringorg covid19vaccine,['covid19vaccine'],1,Walsall,WESTMIDLANDSUK,0.3444444444444444,0.17777777777777778,Positive
3610,Sonalben11,,"surat , gujarat ",57,2,869,1335165591246626816,ANDROID,2020-12-05,279,0,0,india every issue similarly come forward vaccine trial first bharat biotech covid19vaccine aatmanirbharbharat coronavirusvaccine amitshah farmersissue farmersarelifeli bjp aamaadmikokyu phleaap,"['India', 'vaccine', 'COVID19Vaccine', 'AatmaNirbharBharat', 'CoronavirusVaccine', 'AmitShah', 'FarmersIssue', 'FarmersAreLifeLi', 'BJP', 'Aamaadmikokyu', 'phleaap']",11,surat ,GUJARAT,0.3666666666666667,0.125,Positive
3611,Sonalben11,,"surat , gujarat ",57,2,869,1335165084285321217,ANDROID,2020-12-05,290,0,0,india every issue similarly come forward vaccine trial first bharatbiotech covid19vaccine aatmanirbharbharat coronavirusvaccine amitshah farmersissue farmersarelifeli bjp aamaadmikokyu phleaap,"['India', 'vaccine', 'BharatBiotech', 'COVID19Vaccine', 'AatmaNirbharBharat', 'CoronavirusVaccine', 'AmitShah', 'FarmersIssue', 'FarmersAreLifeLi', 'BJP', 'Aamaadmikokyu', 'phleaap']",12,surat ,GUJARAT,0.3666666666666667,0.125,Positive
3613,latestly,"https://t.co/U4rHOvEUQR focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news. https://t.co/OCtmVDjYfd","Mumbai, India",343,66957,157646,1335164462861406210,WEB,2020-12-05,207,1,1,haryana home minister anil vij tests covid19 positive bharatbiotech says covaxin efficacy determined 14 days second dose covid19vaccine,"['Haryana', 'COVID19', 'BharatBiotech', 'COVAXIN', 'COVID19Vaccine']",5,Mumbai,INDIA,0.2727272727272727,0.11363636363636363,Positive
3615,beppecatanese,"Fan of data and facts. Sometimes with Python

https://t.co/bAuWUY8yPG","Amsterdam, The Netherlands",295,80,788,1335162180447186946,APPLE,2020-12-05,163,0,0,approval deployment huge challenges infrastructure systems required implement mass vaccination seems underestimated covid19vaccine,['COVID19Vaccine'],1,Amsterdam,THENETHERLANDS,0.9,0.4000000000000001,Positive
3616,One_Walsall,Council for Voluntary Services and #Walsall #Volunteer Centre. Supporting #voluntary and #community Groups. FREE Newsletter: https://t.co/STLf27j59d,"Walsall, West Midlands, UK",812,2907,4047,1335162175774666752,HOOTSUITE INC.,2020-12-05,278,0,0,walsall early stages preparing rollout covid 19 vaccine one walsall looking local volunteers part 100 strong team volunteers email volunteeringorg covid19vaccine,['covid19vaccine'],1,Walsall,WESTMIDLANDSUK,0.3444444444444444,0.17777777777777778,Positive
3617,DebB1617,Mother...Grandmother...Daughter...Believe in Truth...Love...Respect...Equality...Hoping for much needed change in the world & us humans...Work together as one..,"Michigan, USA",2319,2926,28090,1335161997651013633,WEB,2020-12-05,283,0,0,covid19outbreak beatcovid covidpreventioncovidsciencebeatcovid19 fightagainstcoronavirusfightcoronavirus covid19vaccine letsfightcovid19together washyourhands howiprotectmyselffromthevirus cdc virus theimportanceofwatermaskup socialdistancing,"['covid19outbreak', 'BeatCovid', 'COVID19Vaccine', 'letsfightcovid19together', 'WashYourHands', 'howiprotectmyselffromthevirus', 'CDC', 'virus', 'SocialDistancing']",9,Michigan,USA,0.0,0.0,Neutral
3625,uniindianews,Official twitter handle of UNI-India's premier multilingual news agency!,"New Delhi, Delhi",0,2296,223091,1335151132583153669,TWEETDECK,2020-12-05,153,0,0,dignitaries various countries visit bbil hyderabad dec 9 someshkumar bharatbiotech covid19vaccine telangana,"['SomeshKumar', 'BharatBiotech', 'Covid19Vaccine', 'Telangana']",4,New Delhi,DELHI,0.5,0.0,Neutral
3628,BiIndia,Intelligence for India's next generation.,"New Delhi, India",223,78306,52973,1335146901684031488,TWEETDECK,2020-12-05,157,20,2,india largest buyer covid19vaccine 16 billion doses experts say could cover 60 population,"['India', 'COVID19vaccine']",2,New Delhi,INDIA,0.0,0.0,Neutral
